date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:49	72425/72425	---M-Z	200	added ('OK')	text/html	etag:%2211ae9-60bbc5f3952ce-gzip%22	https://themesdesign.in/styza/layout/index-3.html	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/index-3.html	(from )
15:28:49	278/278	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202025%2009:58:51%20GMT	https://themesdesign.in/robots.txt		(from )
15:28:50	32038/32038	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%227d26-6074692f40d75%22	https://themesdesign.in/styza/layout/images/favicon.ico	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/favicon.ico	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:50	232948/232948	---M-Z	200	added ('OK')	text/css	etag:%2238df4-60bbc5f3952ce-gzip%22	https://themesdesign.in/styza/layout/css/bootstrap.min.css	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/css/bootstrap.min.css	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:50	274146/274146	---M-Z	200	added ('OK')	text/css	etag:%2242ee2-6074692f351f4-gzip%22	https://themesdesign.in/styza/layout/css/materialdesignicons.min.css	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/css/materialdesignicons.min.css	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:50	66419/66419	---MCZ	200	added ('OK')	text/css	etag:W/%22accdbde3b79ab05345137cafe7201b9d%22	https://unicons.iconscout.com/release/v4.0.0/css/line.css	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/unicons.iconscout.com/release/v4.0.0/css/line.css	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:51	2178/2178	---M-Z	200	added ('OK')	text/css	etag:%22882-6074692f36194-gzip%22	https://themesdesign.in/styza/layout/css/tiny-slider.css	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/css/tiny-slider.css	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:51	17460/17460	---M-Z	200	added ('OK')	text/css	etag:%224434-6074692f351f4-gzip%22	https://themesdesign.in/styza/layout/css/swiper.min.css	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/css/swiper.min.css	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:51	44201/44201	---M-Z	200	added ('OK')	text/css	etag:%22aca9-60bbc5f3952ce-gzip%22	https://themesdesign.in/styza/layout/css/style.min.css	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/css/style.min.css	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:51	3612/3612	---M-Z	200	added ('OK')	text/css	etag:%22e1c-6074692f351f4-gzip%22	https://themesdesign.in/styza/layout/css/colors/default.css	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/css/colors/default.css	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:51	278/278	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202025%2009:58:53%20GMT	https://themesdesign.in/styza/layout/index-1.html	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/index-1.html	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:52	32929/32929	---M--	200	added ('OK')	image/png	etag:%2280a1-6074692f4f7d5%22	https://themesdesign.in/styza/layout/images/logo-light.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/logo-light.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:52	33188/33188	---M--	200	added ('OK')	image/png	etag:%2281a4-6074692f4f7d5%22	https://themesdesign.in/styza/layout/images/logo-dark.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/logo-dark.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:52	174165/174165	---M--	200	added ('OK')	image/png	etag:%222a855-6074692f46b35%22	https://themesdesign.in/styza/layout/images/home/phone-1.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/home/phone-1.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:53	107124/107124	---M--	200	added ('OK')	image/png	etag:%221a274-6074692f47ad5%22	https://themesdesign.in/styza/layout/images/home/phone-2.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/home/phone-2.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:53	104924/104924	---M--	200	added ('OK')	image/png	etag:%22199dc-6074692f47ad5%22	https://themesdesign.in/styza/layout/images/home/phone-3.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/home/phone-3.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:53	80711/80711	---M--	200	added ('OK')	image/png	etag:%2213b47-6074692f47ad5%22	https://themesdesign.in/styza/layout/images/home/phone-4.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/home/phone-4.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:53	115395/115395	---M--	200	added ('OK')	image/png	etag:%221c2c3-6074692f47ad5%22	https://themesdesign.in/styza/layout/images/home/phone-5.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/home/phone-5.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:53	2441/2441	---M--	200	added ('OK')	image/png	etag:%22989-6074692f3de94%22	https://themesdesign.in/styza/layout/images/app.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/app.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:53	2823/2823	---M--	200	added ('OK')	image/png	etag:%22b07-6074692f4f7d5%22	https://themesdesign.in/styza/layout/images/playstore.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/playstore.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:54	18068/18068	---M--	200	added ('OK')	image/png	etag:%224694-6074692f4f7d5%22	https://themesdesign.in/styza/layout/images/service/bomb.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/service/bomb.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:54	120523/120523	---M--	200	added ('OK')	image/png	etag:%221d6cb-6074692f41d15%22	https://themesdesign.in/styza/layout/images/features/phone.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/features/phone.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:54	138579/138579	---M--	200	added ('OK')	image/png	etag:%2221d53-6074692f41d15%22	https://themesdesign.in/styza/layout/images/features/phone2.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/features/phone2.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:55	165140/165140	---M--	200	added ('OK')	image/png	etag:%2228514-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/img-1.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/img-1.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:55	3120/3120	---M--	200	added ('OK')	image/jpeg	etag:%22c30-6074692f51715%22	https://themesdesign.in/styza/layout/images/user/img-1.jpg	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/user/img-1.jpg	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:55	5350/5350	---M--	200	added ('OK')	image/png	etag:%2214e6-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/rating-image.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/rating-image.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:55	2746/2746	---M--	200	added ('OK')	image/jpeg	etag:%22aba-6074692f51715%22	https://themesdesign.in/styza/layout/images/user/img-2.jpg	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/user/img-2.jpg	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:56	166222/166222	---M--	200	added ('OK')	image/png	etag:%222894e-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/img-2.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/img-2.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:56	91506/91506	---M--	200	added ('OK')	image/png	etag:%2216572-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/img-3.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/img-3.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:56	3483/3483	---M--	200	added ('OK')	image/jpeg	etag:%22d9b-6074692f51715%22	https://themesdesign.in/styza/layout/images/user/img-3.jpg	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/user/img-3.jpg	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:56	140756/140756	---M--	200	added ('OK')	image/png	etag:%22225d4-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/img-4.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/img-4.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:56	4646/4646	---M--	200	added ('OK')	image/jpeg	etag:%221226-6074692f51715%22	https://themesdesign.in/styza/layout/images/user/img-4.jpg	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/user/img-4.jpg	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:56	7467/7467	---M--	200	added ('OK')	image/png	etag:%221d2b-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/phone-fream.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/phone-fream.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:57	34325/34325	---M--	200	added ('OK')	image/png	etag:%228615-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/ss/s-1.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/ss/s-1.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:57	37516/37516	---M--	200	added ('OK')	image/png	etag:%22928c-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/ss/s-3.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/ss/s-3.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:57	46295/46295	---M--	200	added ('OK')	image/png	etag:%22b4d7-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/ss/s-2.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/ss/s-2.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:57	41759/41759	---M--	200	added ('OK')	image/png	etag:%22a31f-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/ss/s-4.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/ss/s-4.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:58	52016/52016	---M--	200	added ('OK')	image/png	etag:%22cb30-6074692f50775%22	https://themesdesign.in/styza/layout/images/testi/ss/s-5.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/ss/s-5.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:58	39832/39832	---M--	200	added ('OK')	image/png	etag:%229b98-6074692f51715%22	https://themesdesign.in/styza/layout/images/testi/ss/s-6.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/testi/ss/s-6.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:58	61396/61396	---M--	200	added ('OK')	image/png	etag:%22efd4-6074692f4f7d5%22	https://themesdesign.in/styza/layout/images/team/img1.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/team/img1.png	(from https://themesdesign.in/styza/layout/index-3.html)
15:28:59	54652/54652	---M--	200	added ('OK')	image/png	etag:%22d57c-6074692f50775%22	https://themesdesign.in/styza/layout/images/team/img4.png	C:/Users/rudra/OneDrive/Desktop/Consult/DB_3/themesdesign.in/styza/layout/images/team/img4.png	(from https://themesdesign.in/styza/layout/index-3.html)
